what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265192225466
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1265192228654
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265192229314
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265192429808
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265192442498
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265192443632
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1265192460671
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265192490589
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265192550948
activated,view,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views.ContentOutline",1265192551147
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1265192607109
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1265192617193
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1265192621356
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1265192631294
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1265192644938
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1265192646114
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1265192647712
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1265192658470
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1265192659475
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1265192661854
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1265192664325
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1265192745665
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1265192839561
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265192845434
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265192846924
