what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1265245972639
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1265245993085
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1265245994338
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1265245996908
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265246046999
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265246357709
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265246358294
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265246364440
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265246379778
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265246803131
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265246804027
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265246814830
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1265246822749
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1265246833556
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1265246833956
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1265246834445
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1265246865715
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1265246925911
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1265246929880
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1265246930755
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1265246933346
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265246952152
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265246959289
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1265246959560
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265246967460
