what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1265248932494
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1265248933547
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265248937919
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265252832056
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265252946001
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265254384093
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1265254397704
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1265254492140
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1265254557504
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1265254565805
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265254567221
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265254682565
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1265254682604
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1265254686631
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1265254689307
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265254878545
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265254898081
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1265254908507
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1265254910287
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1265254910942
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1265254918711
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265254928051
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265259853950
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1265259869746
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265259885094
