what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1265190573101
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1265190626634
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1265190709612
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265190712477
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265190713739
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265190742517
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265190825850
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1265190828892
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1265190846194
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1265190847069
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1265190847457
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1265190847798
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1265190848181
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1265190848576
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1265190877814
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265190880799
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265190882467
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265190894423
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265190920095
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1265190921829
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265190928915
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265190933309
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1265190937883
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1265190938967
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1265190939348
