what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1265229497516
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265229501099
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265229503274
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1265229507322
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1265229538704
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265229541137
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265229542079
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1265229547844
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1265229548220
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265229550713
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265229552257
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1265229571014
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1265229577979
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1265229582859
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265229586752
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265229588038
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1265229589765
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1265229596698
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1265229599137
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1265229603185
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1265229605058
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1265229607507
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265229609253
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265229611910
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1265229619617
